node_id,node_index,node_type,name,source
ETCM_disease_id_354,228,disease,Adrenocorticotrophic Hormone-Secreting Tumor,existing
ETCM_disease_id_355,229,disease,Adrenocorticotropic Hormone Deficiency,existing
ETCM_disease_id_356,230,disease,Adrenocorticotropic Hormone Excess,existing
ETCM_disease_id_357,231,disease,Adrenocorticotropin Deficient Adrenal Insufficiency,existing
ETCM_disease_id_360,232,disease,Adult Onset,existing
ETCM_disease_id_362,233,disease,Adult Respiratory Distress Syndrome,existing
ETCM_disease_id_363,234,disease,Advanced Eruption Of Teeth,existing
ETCM_disease_id_364,235,disease,Advanced Lung Cancer,existing
ETCM_disease_id_367,236,disease,Advanced Ossification Of Carpal Bones,existing
ETCM_disease_id_369,237,disease,Adverse Effects In Chemotherapy,existing
ETCM_disease_id_370,238,disease,Adverse Reaction To Drug,existing
ETCM_disease_id_371,239,disease,"Affective Disorders, Psychotic",existing
ETCM_disease_id_372,240,disease,African Trypanosomiasis,existing
ETCM_disease_id_373,241,disease,Aganglionic Megacolon,existing
ETCM_disease_id_375,242,disease,Aggregation And Activation Of Platelets,existing
ETCM_disease_id_376,243,disease,Aggressive Behavior,existing
ETCM_disease_id_377,244,disease,Agitation,existing
ETCM_disease_id_378,245,disease,Agnosia,existing
ETCM_disease_id_381,246,disease,Aids Related Dementia,existing
ETCM_disease_id_383,247,disease,Akinesia,existing
ETCM_disease_id_385,248,disease,Albinism,existing
ETCM_disease_id_387,249,disease,Alcohol-Related Disorders,existing
ETCM_disease_id_388,250,disease,Alcohol Abuse,existing
ETCM_disease_id_389,251,disease,Alcohol Dependence,existing
ETCM_disease_id_390,252,disease,Alcohol Withdrawal Syndrome,existing
ETCM_disease_id_391,253,disease,Alcoholic Intoxication,existing
ETCM_disease_id_392,254,disease,"Alcoholic Intoxication, Chronic",existing
ETCM_disease_id_393,255,disease,Alcoholism,existing
ETCM_disease_id_395,256,disease,Alexia,existing
ETCM_disease_id_396,257,disease,Alk-Positive Advanced Or Metastatic Nsclc,existing
ETCM_disease_id_397,258,disease,Alk-Positive Nsclc,existing
ETCM_disease_id_399,259,disease,Allergic Airway Inflammation,existing
ETCM_disease_id_400,260,disease,Allergic Conjunctivitis,existing
ETCM_disease_id_401,261,disease,Allergic Diseases,existing
ETCM_disease_id_403,262,disease,Allergic Reaction,existing
ETCM_disease_id_404,263,disease,Allergic Rhinitis,existing
ETCM_disease_id_405,264,disease,Allergy,existing
ETCM_disease_id_407,265,disease,Alopecia,existing
ETCM_disease_id_408,266,disease,Alopecia Areata,existing
ETCM_disease_id_410,267,disease,Alopecia Totalis,existing
ETCM_disease_id_411,268,disease,Alopecia Universalis,existing
ETCM_disease_id_412,269,disease,Alveolar Cell Carcinoma,existing
ETCM_disease_id_414,270,disease,Alveolar Rhabdomyosarcoma,existing
ETCM_disease_id_416,271,disease,Alzheimer's Disease,existing
ETCM_disease_id_417,272,disease,Amblyopia,existing
ETCM_disease_id_421,273,disease,Amenorrhea,existing
ETCM_disease_id_422,274,disease,Aminoaciduria,existing
ETCM_disease_id_425,275,disease,Amphetamine-Related Disorders,existing
ETCM_disease_id_427,276,disease,Amyloidosis,existing
ETCM_disease_id_428,277,disease,Amyoplasia,existing
ETCM_disease_id_429,278,disease,Amyotrophic Lateral Sclerosis,existing
ETCM_disease_id_431,279,disease,Anal Atresia,existing
ETCM_disease_id_433,280,disease,Anal Pain,existing
ETCM_disease_id_434,281,disease,Anal Stenosis,existing
ETCM_disease_id_435,282,disease,Analgesics,existing
ETCM_disease_id_437,283,disease,Anaplastic Large Cell Lymphomas,existing
ETCM_disease_id_438,284,disease,Anarthria,existing
ETCM_disease_id_440,285,disease,Androgen-Independent Prostate Cancer,existing
ETCM_disease_id_441,286,disease,Androgen Insufficiency,existing
ETCM_disease_id_442,287,disease,Anemia,existing
ETCM_disease_id_443,288,disease,"Anemia, Hemolytic",existing
ETCM_disease_id_447,289,disease,Anesthesia,existing
ETCM_disease_id_449,290,disease,Angina,existing
ETCM_disease_id_450,291,disease,Angina Pectoris,existing
ETCM_disease_id_451,292,disease,Angioedema,existing
ETCM_disease_id_454,293,disease,Angiogenesis,existing
ETCM_disease_id_455,294,disease,Angiokeratoma,existing
ETCM_disease_id_456,295,disease,Angular Cheilitis,existing
ETCM_disease_id_457,296,disease,Anhidrosis,existing
ETCM_disease_id_458,297,disease,Anisocytosis,existing
ETCM_disease_id_459,298,disease,Ankle Clonus,existing
ETCM_disease_id_460,299,disease,Ankle Contracture,existing
ETCM_disease_id_461,300,disease,Ankle Weakness,existing
ETCM_disease_id_462,301,disease,Ankylosing Spondylitis,existing
ETCM_disease_id_463,302,disease,Ankylosis,existing
ETCM_disease_id_464,303,disease,Anodontia,existing
ETCM_disease_id_468,304,disease,Anorexia,existing
ETCM_disease_id_469,305,disease,Anorexia Nervosa,existing
ETCM_disease_id_470,306,disease,Anosmia,existing
ETCM_disease_id_472,307,disease,Anterior Hypopituitarism,existing
ETCM_disease_id_477,308,disease,Anti-Thyroid Peroxidase Antibody Positivity,existing
ETCM_disease_id_478,309,disease,Antigen-Induced Decrease In Coronary Flow And Cardiac Anaphylaxis,existing
ETCM_disease_id_480,310,disease,Antinuclear Antibody Positivity,existing
ETCM_disease_id_481,311,disease,Antiphospholipid Syndrome,existing
ETCM_disease_id_482,312,disease,Anxiety,existing
ETCM_disease_id_483,313,disease,Anxiety Disorders,existing
ETCM_disease_id_484,314,disease,Aortic Aneurysm,existing
ETCM_disease_id_486,315,disease,Aortic Arch Aneurysm,existing
ETCM_disease_id_490,316,disease,Aortic Valve Calcification,existing
ETCM_disease_id_492,317,disease,Apathy,existing
ETCM_disease_id_493,318,disease,Aphasia,existing
ETCM_disease_id_494,319,disease,Aplasia/Hypoplasia Involving The Central Nervous System,existing
ETCM_disease_id_496,320,disease,Aplasia/Hypoplasia Of The Skin,existing
ETCM_disease_id_498,321,disease,Aplasia Of The Uterus,existing
ETCM_disease_id_499,322,disease,Aplastic Anemia,existing
ETCM_disease_id_500,323,disease,Apnea,existing
ETCM_disease_id_501,324,disease,Apneic Episodes In Infancy,existing
ETCM_disease_id_502,325,disease,"Apneic Episodes Precipitated By Illness, Fatigue, Stress",existing
ETCM_disease_id_503,326,disease,Apraxia,existing
ETCM_disease_id_506,327,disease,Areflexia,existing
ETCM_disease_id_507,328,disease,Areflexia Of Lower Limbs,existing
ETCM_disease_id_509,329,disease,Argininuria,existing
ETCM_disease_id_510,330,disease,Arrhythmia,existing
ETCM_disease_id_512,331,disease,Arterial Dissection,existing
ETCM_disease_id_516,332,disease,Arterial Occlusion,existing
ETCM_disease_id_518,333,disease,Arterial Rupture,existing
ETCM_disease_id_519,334,disease,Arterial Thrombosis,existing
ETCM_disease_id_520,335,disease,Arteriosclerosis,existing
ETCM_disease_id_522,336,disease,Arthralgia,existing
ETCM_disease_id_524,337,disease,Arthritis,existing
ETCM_disease_id_525,338,disease,Arthropathy,existing
ETCM_disease_id_527,339,disease,Ascending Tubular Aorta Aneurysm,existing
ETCM_disease_id_528,340,disease,Ascites,existing
ETCM_disease_id_529,341,disease,Aseptic Meningitis,existing
ETCM_disease_id_530,342,disease,Aseptic Necrosis,existing
ETCM_disease_id_532,343,disease,Aspiration,existing
ETCM_disease_id_536,344,disease,Asthma,existing
ETCM_disease_id_537,345,disease,"Asthma, Aspirin-Induced",existing
ETCM_disease_id_539,346,disease,Astigmatism,existing
ETCM_disease_id_540,347,disease,Astrocytic Tumors,existing
ETCM_disease_id_541,348,disease,Astrocytoma,existing
ETCM_disease_id_542,349,disease,Astrocytosis,existing
ETCM_disease_id_544,350,disease,"Asymmetric, Linear Skin Defects",existing
ETCM_disease_id_545,351,disease,Ataxia,existing
ETCM_disease_id_548,352,disease,Atherosclerosis,existing
ETCM_disease_id_549,353,disease,Atherosclerotic Cardiovascular Disease,existing
ETCM_disease_id_550,354,disease,Atherothrombosis,existing
ETCM_disease_id_551,355,disease,Athetosis,existing
ETCM_disease_id_552,356,disease,Atlantoaxial Dislocation,existing
ETCM_disease_id_554,357,disease,Atonic Seizures,existing
ETCM_disease_id_555,358,disease,Atopic Asthma,existing
ETCM_disease_id_556,359,disease,Atopic Dermatitis,existing
ETCM_disease_id_558,360,disease,Atransferrinemia,existing
ETCM_disease_id_559,361,disease,Atresia Of The External Auditory Canal,existing
ETCM_disease_id_562,362,disease,Atrial Fibrillation,existing
ETCM_disease_id_563,363,disease,Atrial Flutter,existing
ETCM_disease_id_564,364,disease,Atrial Standstill,existing
ETCM_disease_id_566,365,disease,Atrophic Scars,existing
ETCM_disease_id_568,366,disease,Attention-Deficit Hyperactivity Disorder,existing
ETCM_disease_id_569,367,disease,Attention Deficit Hyperactivity Disorder,existing
ETCM_disease_id_570,368,disease,Attenuation Of Retinal Blood Vessels,existing
ETCM_disease_id_571,369,disease,Atypical Absence Seizures,existing
ETCM_disease_id_572,370,disease,Atypical Nevi In Non-Sun Exposed Areas,existing
ETCM_disease_id_573,371,disease,Atypical Nevus,existing
ETCM_disease_id_575,372,disease,Atypical Scarring Of Skin,existing
ETCM_disease_id_576,373,disease,Auditory Hallucinations,existing
ETCM_disease_id_577,374,disease,Autism,existing
ETCM_disease_id_579,375,disease,Autistic Behavior,existing
ETCM_disease_id_580,376,disease,Autistic Disorder,existing
ETCM_disease_id_581,377,disease,Autoimmune Cardiomyopathy,existing
ETCM_disease_id_582,378,disease,Autoimmune Diseases,existing
ETCM_disease_id_583,379,disease,Autoimmune Hemolytic Anemia,existing
ETCM_disease_id_584,380,disease,Autoimmune Neutropenia,existing
ETCM_disease_id_585,381,disease,Autoimmune Thrombocytopenia,existing
ETCM_disease_id_586,382,disease,Autoimmunity,existing
ETCM_disease_id_587,383,disease,Autonomic Bladder Dysfunction,existing
ETCM_disease_id_589,384,disease,Autophagic Vacuoles,existing
ETCM_disease_id_591,385,disease,Axial Dystonia,existing
ETCM_disease_id_592,386,disease,Axial Muscle Weakness,existing
ETCM_disease_id_593,387,disease,Axonal Degeneration,existing
ETCM_disease_id_594,388,disease,Axonal Degeneration/Regeneration,existing
ETCM_disease_id_595,389,disease,Axonal Regeneration,existing
ETCM_disease_id_596,390,disease,Azoospermia,existing
ETCM_disease_id_598,391,disease,B-Cell Immunodeficiency,existing
ETCM_disease_id_599,392,disease,B-Cell Lymphoma,existing
ETCM_disease_id_600,393,disease,B-Cell Malignancies,existing
ETCM_disease_id_601,394,disease,B-Lineage Malignancies,existing
ETCM_disease_id_602,395,disease,B12 Deficiency,existing
ETCM_disease_id_603,396,disease,B Lymphocytopenia,existing
ETCM_disease_id_604,397,disease,Babinski Sign,existing
ETCM_disease_id_606,398,disease,Back Pain,existing
ETCM_disease_id_607,399,disease,Bacterial Endocarditis,existing
ETCM_disease_id_608,400,disease,Bacterial Infections,existing
ETCM_disease_id_609,401,disease,Band Keratopathy,existing
ETCM_disease_id_610,402,disease,Barrett's Esophageal Adenocarcinoma,existing
ETCM_disease_id_611,403,disease,Barrett Esophagus,existing
ETCM_disease_id_612,404,disease,Bartter Disease,existing
ETCM_disease_id_613,405,disease,Basal Cell Carcinoma,existing
ETCM_disease_id_614,406,disease,Basal Ganglia Calcification,existing
ETCM_disease_id_615,407,disease,Basal Ganglia Diseases,existing
ETCM_disease_id_617,408,disease,Behcet's Disease,existing
ETCM_disease_id_620,409,disease,Benign Neoplasm Of The Central Nervous System,existing
ETCM_disease_id_621,410,disease,Benign Prostatic Hyperplasia,existing
ETCM_disease_id_622,411,disease,Beta-Cell Dysfunction,existing
ETCM_disease_id_624,412,disease,Beta Thalassemia,existing
ETCM_disease_id_627,413,disease,Bifid Scrotum,existing
ETCM_disease_id_629,414,disease,Bilateral Elbow Dislocations,existing
