id,name
ETCM_disease_id_100,Abnormal Thrombocyte Morphology
ETCM_disease_id_101,Abnormal Thrombosis
ETCM_disease_id_103,Abnormal Upper Motor Neuron Morphology
ETCM_disease_id_104,Abnormal Urinary Color
ETCM_disease_id_105,Abnormal Urine Alpha-Ketoglutarate Concentration
ETCM_disease_id_107,Abnormality Of Acetylcarnitine Metabolism
ETCM_disease_id_108,Abnormality Of Amino Acid Metabolism
ETCM_disease_id_109,Abnormality Of B Cell Physiology
ETCM_disease_id_110,Abnormality Of Blood And Blood-Forming Tissues
ETCM_disease_id_111,Abnormality Of Body Height
ETCM_disease_id_112,Abnormality Of Bone Marrow Cell Morphology
ETCM_disease_id_114,Abnormality Of Branched Chain Family Amino Acid Metabolism
ETCM_disease_id_115,Abnormality Of Calcium-Phosphate Metabolism
ETCM_disease_id_116,Abnormality Of Carboxylic Acid Metabolism
ETCM_disease_id_117,Abnormality Of Cardiovascular System Morphology
ETCM_disease_id_121,Abnormality Of Chromosome Stability
ETCM_disease_id_122,Abnormality Of Circulating Adrenocorticotropin Level
ETCM_disease_id_123,Abnormality Of Circulating Enzyme Level
ETCM_disease_id_125,Abnormality Of Coagulation
ETCM_disease_id_126,Abnormality Of Color Vision
ETCM_disease_id_128,Abnormality Of Connective Tissue
ETCM_disease_id_129,Abnormality Of Creatine Metabolism
ETCM_disease_id_130,Abnormality Of Dental Color
ETCM_disease_id_131,Abnormality Of Dental Enamel
ETCM_disease_id_132,Abnormality Of Earlobe
ETCM_disease_id_133,Abnormality Of Exocrine Pancreas Physiology
ETCM_disease_id_134,Abnormality Of Extrapyramidal Motor Function
ETCM_disease_id_135,Abnormality Of Eye Movement
ETCM_disease_id_136,Abnormality Of Fatty-Acid Metabolism
ETCM_disease_id_137,Abnormality Of Female External Genitalia
ETCM_disease_id_138,Abnormality Of Female Internal Genitalia
ETCM_disease_id_141,Abnormality Of Glycosphingolipid Metabolism
ETCM_disease_id_145,Abnormality Of Hair Texture
ETCM_disease_id_146,Abnormality Of Histidine Metabolism
ETCM_disease_id_147,Abnormality Of Immune System Physiology
ETCM_disease_id_148,Abnormality Of Iron Homeostasis
ETCM_disease_id_149,Abnormality Of Leucine Metabolism
ETCM_disease_id_150,Abnormality Of Lipid Metabolism
ETCM_disease_id_152,Abnormality Of Male Internal Genitalia
ETCM_disease_id_153,Abnormality Of Masticatory Muscle
ETCM_disease_id_154,Abnormality Of Metabolism/Homeostasis
ETCM_disease_id_155,Abnormality Of Mitochondrial Metabolism
ETCM_disease_id_156,Abnormality Of Movement
ETCM_disease_id_161,Abnormality Of Neck Blood Vessel
ETCM_disease_id_162,Abnormality Of Nervous System Morphology
ETCM_disease_id_163,Abnormality Of Neuronal Migration
ETCM_disease_id_164,Abnormality Of Neutrophil Physiology
ETCM_disease_id_165,Abnormality Of Neutrophils
ETCM_disease_id_166,Abnormality Of Ocular Abduction
ETCM_disease_id_170,Abnormality Of Renal Excretion
ETCM_disease_id_171,Abnormality Of Reproductive System Physiology
ETCM_disease_id_174,Abnormality Of Skeletal Muscles
ETCM_disease_id_175,Abnormality Of Skin Pigmentation
ETCM_disease_id_176,Abnormality Of Temperature Regulation
ETCM_disease_id_178,Abnormality Of The Abdominal Wall
ETCM_disease_id_180,Abnormality Of The Ankles
ETCM_disease_id_181,Abnormality Of The Anus
ETCM_disease_id_182,Abnormality Of The Autonomic Nervous System
ETCM_disease_id_183,Abnormality Of The Basal Ganglia
ETCM_disease_id_185,Abnormality Of The Cerebral Vasculature
ETCM_disease_id_186,Abnormality Of The Cerebral White Matter
ETCM_disease_id_188,Abnormality Of The Coagulation Cascade
ETCM_disease_id_189,Abnormality Of The Corticospinal Tract
ETCM_disease_id_191,Abnormality Of The Ear
ETCM_disease_id_193,Abnormality Of The Endocrine System
ETCM_disease_id_194,Abnormality Of The Extraocular Muscles
ETCM_disease_id_195,Abnormality Of The Face
ETCM_disease_id_196,Abnormality Of The Fallopian Tube
ETCM_disease_id_197,Abnormality Of The Fingernails
ETCM_disease_id_200,Abnormality Of The Gallbladder
ETCM_disease_id_201,Abnormality Of The Gastric Mucosa
ETCM_disease_id_202,Abnormality Of The Genital System
ETCM_disease_id_203,Abnormality Of The Genitourinary System
ETCM_disease_id_204,Abnormality Of The Gingiva
ETCM_disease_id_207,Abnormality Of The Immune System
ETCM_disease_id_208,Abnormality Of The Intervertebral Disk
ETCM_disease_id_209,Abnormality Of The Intrinsic Pathway
ETCM_disease_id_210,Abnormality Of The Kidney
ETCM_disease_id_211,Abnormality Of The Knee
ETCM_disease_id_212,Abnormality Of The Labia
ETCM_disease_id_213,Abnormality Of The Larynx
ETCM_disease_id_215,Abnormality Of The Liver
ETCM_disease_id_216,Abnormality Of The Lower Limb
ETCM_disease_id_218,Abnormality Of The Lymphatic System
ETCM_disease_id_219,Abnormality Of The Menstrual Cycle
ETCM_disease_id_220,Abnormality Of The Mitochondrion
ETCM_disease_id_221,Abnormality Of The Mouth
ETCM_disease_id_222,Abnormality Of The Musculature
ETCM_disease_id_223,Abnormality Of The Neck
ETCM_disease_id_224,Abnormality Of The Nervous System
ETCM_disease_id_225,Abnormality Of The Nose
ETCM_disease_id_226,Abnormality Of The Optic Nerve
ETCM_disease_id_227,Abnormality Of The Pancreas
ETCM_disease_id_228,Abnormality Of The Pancreatic Islet Cells
ETCM_disease_id_230,Abnormality Of The Penis
ETCM_disease_id_232,Abnormality Of The Peritoneum
ETCM_disease_id_233,Abnormality Of The Periventricular White Matter
ETCM_disease_id_234,Abnormality Of The Pharynx
ETCM_disease_id_235,Abnormality Of The Philtrum
ETCM_disease_id_236,Abnormality Of The Pleura
ETCM_disease_id_238,Abnormality Of The Respiratory System
ETCM_disease_id_239,Abnormality Of The Retinal Vasculature
ETCM_disease_id_240,Abnormality Of The Sacroiliac Joint
ETCM_disease_id_241,Abnormality Of The Scrotum
ETCM_disease_id_247,Abnormality Of The Spleen
ETCM_disease_id_249,Abnormality Of The Testis
ETCM_disease_id_250,Abnormality Of The Tongue
ETCM_disease_id_251,Abnormality Of The Tonsils
ETCM_disease_id_252,Abnormality Of The Upper Urinary Tract
ETCM_disease_id_253,Abnormality Of The Urinary System
ETCM_disease_id_254,Abnormality Of The Uterus
ETCM_disease_id_255,Abnormality Of The Vasculature
ETCM_disease_id_257,Abnormality Of The Wrist
ETCM_disease_id_258,Abnormality Of Thyroid Physiology
ETCM_disease_id_259,Abnormality Of Tryptophan Metabolism
ETCM_disease_id_260,Abnormality Of Tyrosine Metabolism
ETCM_disease_id_261,Abnormality Of Vision
ETCM_disease_id_262,Abnormality Of Visual Evoked Potentials
ETCM_disease_id_264,Abnormality Of Vitamin D Metabolism
ETCM_disease_id_266,Abnormality Of Vitamin Metabolism
ETCM_disease_id_270,Absence Of Bactericidal Oxidative Respiratory Burst In Phagocytes
ETCM_disease_id_273,Absence Of Lymph Node Germinal Center
ETCM_disease_id_274,Absence Of Pubertal Development
ETCM_disease_id_275,Absence Of Secondary Sex Characteristics
ETCM_disease_id_277,Absence Seizures
ETCM_disease_id_278,Absent Achilles Reflex
ETCM_disease_id_279,Absent Axillary Hair
ETCM_disease_id_281,Absent Facial Hair
ETCM_disease_id_287,Absent Pubic Hair
ETCM_disease_id_288,Absent Specific Antibody Response
ETCM_disease_id_290,Abulia
ETCM_disease_id_291,Acanthocytosis
ETCM_disease_id_292,Acanthosis Nigricans
ETCM_disease_id_293,Accelerated Atherosclerosis
ETCM_disease_id_295,Accelerated Skeletal Maturation
ETCM_disease_id_296,Achalasia
ETCM_disease_id_298,Acid-Related Diseases
ETCM_disease_id_300,Acne
ETCM_disease_id_302,Acne Vulgaris
ETCM_disease_id_304,Acral Ulceration
ETCM_disease_id_305,Acrocyanosis
ETCM_disease_id_308,"Acth Syndrome, Ectopic"
ETCM_disease_id_309,Action Tremor
ETCM_disease_id_313,Acute Cardiac Allograft Rejection
ETCM_disease_id_314,Acute Coronary Syndromes
ETCM_disease_id_318,Acute Hepatic Failure
ETCM_disease_id_319,Acute Hepatic Steatosis
ETCM_disease_id_320,Acute Hepatitis
ETCM_disease_id_321,Acute Hyperammonaemia
ETCM_disease_id_322,Acute Kidney Injury
ETCM_disease_id_323,Acute Leukaemia
ETCM_disease_id_325,Acute Lung Injury
ETCM_disease_id_326,Acute Lymphoblastic Leukaemia
ETCM_disease_id_327,Acute Migraine
ETCM_disease_id_328,Acute Non-Lymphocytic Leukaemia
ETCM_disease_id_329,Acute Otitis Media
ETCM_disease_id_334,Acute Ureteric Colic
ETCM_disease_id_336,Acutely Decompensated Congestive Heart Failure
ETCM_disease_id_339,Adenocarcinoma Of Lung (Disorder)
ETCM_disease_id_341,Adenoma Sebaceum
ETCM_disease_id_343,Adenomatous Polyposis
ETCM_disease_id_344,Adipose Tissue Loss
ETCM_disease_id_347,Adrenal Hyperplasia
ETCM_disease_id_348,Adrenal Pheochromocytoma
ETCM_disease_id_349,Adrenocortical Adenoma
ETCM_disease_id_350,Adrenocortical Carcinoma
ETCM_disease_id_353,Adrenocorticotrophic Hormone-Secreting Pituitary Tumor
ETCM_disease_id_354,Adrenocorticotrophic Hormone-Secreting Tumor
ETCM_disease_id_355,Adrenocorticotropic Hormone Deficiency
ETCM_disease_id_356,Adrenocorticotropic Hormone Excess
ETCM_disease_id_357,Adrenocorticotropin Deficient Adrenal Insufficiency
ETCM_disease_id_360,Adult Onset
ETCM_disease_id_362,Adult Respiratory Distress Syndrome
ETCM_disease_id_363,Advanced Eruption Of Teeth
ETCM_disease_id_364,Advanced Lung Cancer
ETCM_disease_id_367,Advanced Ossification Of Carpal Bones
ETCM_disease_id_369,Adverse Effects In Chemotherapy
ETCM_disease_id_370,Adverse Reaction To Drug
ETCM_disease_id_371,"Affective Disorders, Psychotic"
ETCM_disease_id_372,African Trypanosomiasis
ETCM_disease_id_373,Aganglionic Megacolon
ETCM_disease_id_375,Aggregation And Activation Of Platelets
ETCM_disease_id_376,Aggressive Behavior
ETCM_disease_id_377,Agitation
ETCM_disease_id_378,Agnosia
ETCM_disease_id_381,Aids Related Dementia
ETCM_disease_id_383,Akinesia
ETCM_disease_id_385,Albinism
ETCM_disease_id_387,Alcohol-Related Disorders
ETCM_disease_id_388,Alcohol Abuse
ETCM_disease_id_389,Alcohol Dependence
ETCM_disease_id_390,Alcohol Withdrawal Syndrome
ETCM_disease_id_391,Alcoholic Intoxication
ETCM_disease_id_392,"Alcoholic Intoxication, Chronic"
ETCM_disease_id_393,Alcoholism
ETCM_disease_id_395,Alexia
ETCM_disease_id_396,Alk-Positive Advanced Or Metastatic Nsclc
ETCM_disease_id_397,Alk-Positive Nsclc
ETCM_disease_id_399,Allergic Airway Inflammation
ETCM_disease_id_400,Allergic Conjunctivitis
ETCM_disease_id_401,Allergic Diseases
ETCM_disease_id_403,Allergic Reaction
ETCM_disease_id_404,Allergic Rhinitis
ETCM_disease_id_405,Allergy
ETCM_disease_id_407,Alopecia
ETCM_disease_id_408,Alopecia Areata
ETCM_disease_id_410,Alopecia Totalis
ETCM_disease_id_411,Alopecia Universalis
ETCM_disease_id_412,Alveolar Cell Carcinoma
ETCM_disease_id_414,Alveolar Rhabdomyosarcoma
ETCM_disease_id_416,Alzheimer's Disease
ETCM_disease_id_417,Amblyopia
ETCM_disease_id_421,Amenorrhea
ETCM_disease_id_422,Aminoaciduria
ETCM_disease_id_425,Amphetamine-Related Disorders
ETCM_disease_id_427,Amyloidosis
ETCM_disease_id_428,Amyoplasia
ETCM_disease_id_429,Amyotrophic Lateral Sclerosis
ETCM_disease_id_431,Anal Atresia
ETCM_disease_id_433,Anal Pain
ETCM_disease_id_434,Anal Stenosis
ETCM_disease_id_435,Analgesics
ETCM_disease_id_437,Anaplastic Large Cell Lymphomas
ETCM_disease_id_438,Anarthria
ETCM_disease_id_440,Androgen-Independent Prostate Cancer
ETCM_disease_id_441,Androgen Insufficiency
ETCM_disease_id_442,Anemia
ETCM_disease_id_443,"Anemia, Hemolytic"
ETCM_disease_id_447,Anesthesia
ETCM_disease_id_449,Angina
ETCM_disease_id_450,Angina Pectoris
ETCM_disease_id_451,Angioedema
ETCM_disease_id_454,Angiogenesis
ETCM_disease_id_455,Angiokeratoma
ETCM_disease_id_456,Angular Cheilitis
ETCM_disease_id_457,Anhidrosis
ETCM_disease_id_458,Anisocytosis
ETCM_disease_id_459,Ankle Clonus
ETCM_disease_id_460,Ankle Contracture
ETCM_disease_id_461,Ankle Weakness
ETCM_disease_id_462,Ankylosing Spondylitis
ETCM_disease_id_463,Ankylosis
ETCM_disease_id_464,Anodontia
ETCM_disease_id_468,Anorexia
ETCM_disease_id_469,Anorexia Nervosa
ETCM_disease_id_470,Anosmia
ETCM_disease_id_472,Anterior Hypopituitarism
ETCM_disease_id_477,Anti-Thyroid Peroxidase Antibody Positivity
ETCM_disease_id_478,Antigen-Induced Decrease In Coronary Flow And Cardiac Anaphylaxis
ETCM_disease_id_480,Antinuclear Antibody Positivity
ETCM_disease_id_481,Antiphospholipid Syndrome
ETCM_disease_id_482,Anxiety
ETCM_disease_id_483,Anxiety Disorders
ETCM_disease_id_484,Aortic Aneurysm
ETCM_disease_id_486,Aortic Arch Aneurysm
ETCM_disease_id_490,Aortic Valve Calcification
ETCM_disease_id_492,Apathy
ETCM_disease_id_493,Aphasia
ETCM_disease_id_494,Aplasia/Hypoplasia Involving The Central Nervous System
ETCM_disease_id_496,Aplasia/Hypoplasia Of The Skin
ETCM_disease_id_498,Aplasia Of The Uterus
ETCM_disease_id_499,Aplastic Anemia
ETCM_disease_id_500,Apnea
ETCM_disease_id_501,Apneic Episodes In Infancy
ETCM_disease_id_502,"Apneic Episodes Precipitated By Illness, Fatigue, Stress"
ETCM_disease_id_503,Apraxia
ETCM_disease_id_506,Areflexia
ETCM_disease_id_507,Areflexia Of Lower Limbs
ETCM_disease_id_509,Argininuria
ETCM_disease_id_510,Arrhythmia
ETCM_disease_id_512,Arterial Dissection
ETCM_disease_id_516,Arterial Occlusion
ETCM_disease_id_518,Arterial Rupture
ETCM_disease_id_519,Arterial Thrombosis
ETCM_disease_id_520,Arteriosclerosis
ETCM_disease_id_522,Arthralgia
ETCM_disease_id_524,Arthritis
ETCM_disease_id_525,Arthropathy
ETCM_disease_id_527,Ascending Tubular Aorta Aneurysm
ETCM_disease_id_528,Ascites
ETCM_disease_id_529,Aseptic Meningitis
ETCM_disease_id_530,Aseptic Necrosis
ETCM_disease_id_532,Aspiration
ETCM_disease_id_536,Asthma
ETCM_disease_id_537,"Asthma, Aspirin-Induced"
ETCM_disease_id_539,Astigmatism
ETCM_disease_id_540,Astrocytic Tumors
ETCM_disease_id_541,Astrocytoma
ETCM_disease_id_542,Astrocytosis
ETCM_disease_id_544,"Asymmetric, Linear Skin Defects"
ETCM_disease_id_545,Ataxia
ETCM_disease_id_548,Atherosclerosis
ETCM_disease_id_549,Atherosclerotic Cardiovascular Disease
ETCM_disease_id_550,Atherothrombosis
ETCM_disease_id_551,Athetosis
ETCM_disease_id_552,Atlantoaxial Dislocation
ETCM_disease_id_554,Atonic Seizures
ETCM_disease_id_555,Atopic Asthma
ETCM_disease_id_556,Atopic Dermatitis
ETCM_disease_id_558,Atransferrinemia
ETCM_disease_id_559,Atresia Of The External Auditory Canal
ETCM_disease_id_562,Atrial Fibrillation
ETCM_disease_id_563,Atrial Flutter
ETCM_disease_id_564,Atrial Standstill
ETCM_disease_id_566,Atrophic Scars
ETCM_disease_id_568,Attention-Deficit Hyperactivity Disorder
ETCM_disease_id_569,Attention Deficit Hyperactivity Disorder
ETCM_disease_id_570,Attenuation Of Retinal Blood Vessels
ETCM_disease_id_571,Atypical Absence Seizures
ETCM_disease_id_572,Atypical Nevi In Non-Sun Exposed Areas
ETCM_disease_id_573,Atypical Nevus
ETCM_disease_id_575,Atypical Scarring Of Skin
ETCM_disease_id_576,Auditory Hallucinations
ETCM_disease_id_577,Autism
ETCM_disease_id_579,Autistic Behavior
ETCM_disease_id_580,Autistic Disorder
ETCM_disease_id_581,Autoimmune Cardiomyopathy
ETCM_disease_id_582,Autoimmune Diseases
ETCM_disease_id_583,Autoimmune Hemolytic Anemia
ETCM_disease_id_584,Autoimmune Neutropenia
ETCM_disease_id_585,Autoimmune Thrombocytopenia
ETCM_disease_id_586,Autoimmunity
ETCM_disease_id_587,Autonomic Bladder Dysfunction
ETCM_disease_id_589,Autophagic Vacuoles
ETCM_disease_id_591,Axial Dystonia
ETCM_disease_id_592,Axial Muscle Weakness
ETCM_disease_id_593,Axonal Degeneration
ETCM_disease_id_594,Axonal Degeneration/Regeneration
ETCM_disease_id_595,Axonal Regeneration
ETCM_disease_id_596,Azoospermia
ETCM_disease_id_598,B-Cell Immunodeficiency
ETCM_disease_id_599,B-Cell Lymphoma
ETCM_disease_id_600,B-Cell Malignancies
ETCM_disease_id_601,B-Lineage Malignancies
ETCM_disease_id_602,B12 Deficiency
ETCM_disease_id_603,B Lymphocytopenia
ETCM_disease_id_604,Babinski Sign
ETCM_disease_id_606,Back Pain
ETCM_disease_id_607,Bacterial Endocarditis
ETCM_disease_id_608,Bacterial Infections
ETCM_disease_id_609,Band Keratopathy
ETCM_disease_id_610,Barrett's Esophageal Adenocarcinoma
ETCM_disease_id_611,Barrett Esophagus
ETCM_disease_id_612,Bartter Disease
ETCM_disease_id_613,Basal Cell Carcinoma
ETCM_disease_id_614,Basal Ganglia Calcification
ETCM_disease_id_615,Basal Ganglia Diseases
ETCM_disease_id_617,Behcet's Disease
ETCM_disease_id_620,Benign Neoplasm Of The Central Nervous System
ETCM_disease_id_621,Benign Prostatic Hyperplasia
ETCM_disease_id_622,Beta-Cell Dysfunction
ETCM_disease_id_624,Beta Thalassemia
ETCM_disease_id_627,Bifid Scrotum
ETCM_disease_id_629,Bilateral Elbow Dislocations
ETCM_disease_id_630,Bilateral Sensorineural Hearing Impairment
ETCM_disease_id_631,Bile Duct Proliferation
ETCM_disease_id_632,Biliary Cirrhosis
ETCM_disease_id_633,Biliary Tract Abnormality
ETCM_disease_id_635,Bipolar Affective Disorder
ETCM_disease_id_636,Bipolar Disorder
ETCM_disease_id_639,Bladder Cancer
ETCM_disease_id_640,Bladder Diverticulum
ETCM_disease_id_642,Bladder Neoplasm
ETCM_disease_id_649,Blurred Vision
ETCM_disease_id_653,Bone Cyst
ETCM_disease_id_657,Bone Marrow Hypocellularity
ETCM_disease_id_658,Bone Marrow Transplantation
ETCM_disease_id_659,Bone Metastases
ETCM_disease_id_660,Bone Pain
ETCM_disease_id_662,Bowel Diverticulosis
ETCM_disease_id_663,Bowel Incontinence
ETCM_disease_id_665,Bowing Of Limbs Due To Multiple Fractures
ETCM_disease_id_666,Bowing Of The Legs
ETCM_disease_id_667,Brachycephaly
ETCM_disease_id_668,Bradycardia
ETCM_disease_id_669,Bradykinesia
ETCM_disease_id_670,Bradyopsia
ETCM_disease_id_671,Brain Abscess
ETCM_disease_id_672,Brain Atrophy
ETCM_disease_id_673,Brain Cancer
ETCM_disease_id_676,Brain Injury
ETCM_disease_id_678,Brain Ischemia
ETCM_disease_id_682,Breast Cancer
ETCM_disease_id_683,Breathing Dysregulation
ETCM_disease_id_684,Brittle Hair
ETCM_disease_id_686,Broad-Based Gait
ETCM_disease_id_688,Bronchiectasis
ETCM_disease_id_689,Bronchiolar Carcinoma
ETCM_disease_id_693,Bronchitis
ETCM_disease_id_694,Bronchogenic Cyst
ETCM_disease_id_695,Bronchomalacia
ETCM_disease_id_696,Bronchospasm
ETCM_disease_id_697,Bruising Susceptibility
ETCM_disease_id_698,Bruxism
ETCM_disease_id_700,Bulbar Palsy
ETCM_disease_id_701,Bulbar Signs
ETCM_disease_id_702,Buphthalmos
ETCM_disease_id_705,C1-C2 Subluxation
ETCM_disease_id_708,Cachexia
ETCM_disease_id_709,Calcaneovalgus Deformity
ETCM_disease_id_710,Calcific Stippling
ETCM_disease_id_712,Calcification Of The Aorta
ETCM_disease_id_714,Calcification Of The Small Brain Vessels
ETCM_disease_id_715,Calcinosis
ETCM_disease_id_716,Calcinosis Cutis
ETCM_disease_id_718,Calcium Oxalate Nephrolithiasis
ETCM_disease_id_719,Calf Muscle Pseudohypertrophy
ETCM_disease_id_720,Camptodactyly
ETCM_disease_id_721,Camptodactyly Of Finger
ETCM_disease_id_722,Cancer
ETCM_disease_id_725,Capillary Hemangioma
ETCM_disease_id_729,Carcinoma
ETCM_disease_id_732,"Carcinoma, Transitional Cell"
ETCM_disease_id_733,Carcinoma In Situ
ETCM_disease_id_736,Cardiac Arrest
ETCM_disease_id_737,Cardiac Arrhythmias
ETCM_disease_id_738,Cardiac Conduction Abnormality
ETCM_disease_id_740,Cardiac Dysrhythmias
ETCM_disease_id_743,Cardiac Myxoma
ETCM_disease_id_745,Cardiac Surgery
ETCM_disease_id_746,Cardiomegaly
ETCM_disease_id_747,Cardiomyocyte Mitochondrial Proliferation
ETCM_disease_id_751,Cardiorespiratory Arrest
ETCM_disease_id_752,Cardiovascular Diseases
ETCM_disease_id_756,Catalepsy
ETCM_disease_id_757,Cataplexy
ETCM_disease_id_758,Cataract
ETCM_disease_id_759,Cavernous Hemangioma
ETCM_disease_id_761,Cellular Immunodeficiency
ETCM_disease_id_762,Cellulitis
ETCM_disease_id_763,Central Adrenal Insufficiency
ETCM_disease_id_764,Central And Peripheral Nervous System Diseases
ETCM_disease_id_765,Central Apnea
ETCM_disease_id_767,Central Heterochromia
ETCM_disease_id_769,Central Nervous System Degeneration
ETCM_disease_id_770,Central Nervous System Diseases
ETCM_disease_id_771,Central Sleep Apnea
ETCM_disease_id_776,Cerebellar Hemorrhage
ETCM_disease_id_777,Cerebral Amyloid Angiopathy
ETCM_disease_id_779,Cerebral Atrophy
ETCM_disease_id_780,Cerebral Calcification
ETCM_disease_id_782,Cerebral Cortical Atrophy
ETCM_disease_id_785,Cerebral Edema
ETCM_disease_id_786,Cerebral Hemorrhage
ETCM_disease_id_787,Cerebral Infarction
ETCM_disease_id_788,Cerebral Ischemia
ETCM_disease_id_789,Cerebral Oxidative Damage
ETCM_disease_id_790,Cerebral Palsy
ETCM_disease_id_791,Cerebral Vasculitis
ETCM_disease_id_792,Cerebral Vasospasm
ETCM_disease_id_793,Cerebral Venous Thrombosis
ETCM_disease_id_795,Cerebrovascular Accident
ETCM_disease_id_796,Cerebrovascular Ischaemia
ETCM_disease_id_798,Cervical Cancer
ETCM_disease_id_803,Cervical Spinal Cord Atrophy
ETCM_disease_id_805,Chagas' Disease
ETCM_disease_id_808,Chemical And Drug Induced Liver Injury
ETCM_disease_id_809,Chemodectoma
ETCM_disease_id_811,Chest Pain
ETCM_disease_id_813,Childhood-Onset Short-Trunk Short Stature
ETCM_disease_id_814,Childhood-Onset Truncal Obesity
ETCM_disease_id_815,Childhood Seizure Disorders
ETCM_disease_id_816,Cholangiocarcinoma
ETCM_disease_id_818,Cholecystitis
ETCM_disease_id_819,Cholelithiasis
ETCM_disease_id_820,Cholestasis
ETCM_disease_id_821,Cholestatic Liver Disease
ETCM_disease_id_823,Cholesterol-Related Diseases
ETCM_disease_id_827,Chondrosarcoma
ETCM_disease_id_829,Chorea
ETCM_disease_id_831,Chorioretinal Coloboma
ETCM_disease_id_833,Choroid Plexus Cyst
ETCM_disease_id_834,Choroid Plexus Papilloma
ETCM_disease_id_837,Choroidal Neovascularization
ETCM_disease_id_845,Chronic Angina Pectoris
ETCM_disease_id_848,Chronic Axonal Neuropathy
ETCM_disease_id_850,Chronic Constipation
ETCM_disease_id_852,Chronic Depression
ETCM_disease_id_853,Chronic Diarrhea
ETCM_disease_id_854,Chronic Experimental Allergic Encephalomyelitis
ETCM_disease_id_855,Chronic Fatigue
ETCM_disease_id_858,Chronic Heart Failure
ETCM_disease_id_859,Chronic Hemolytic Anemia
ETCM_disease_id_860,Chronic Hepatic Failure
ETCM_disease_id_862,Chronic Hepatitis C
ETCM_disease_id_864,Chronic Ileitis
ETCM_disease_id_865,Chronic Inflammatory Diseases
ETCM_disease_id_866,Chronic Irritative Conjunctivitis
ETCM_disease_id_867,Chronic Kidney Disease
ETCM_disease_id_868,Chronic Lactic Acidosis
ETCM_disease_id_869,Chronic Lung Diseases
ETCM_disease_id_870,Chronic Metabolic Acidosis
ETCM_disease_id_872,Chronic Neuropathic Pain
ETCM_disease_id_873,Chronic Noninfectious Lymphadenopathy
ETCM_disease_id_874,Chronic Obstructive Pulmonary Disease
