id,name,source
HN5833,瓜蒌,existing
HN5885,独活,existing
HN5993,广藿香,existing
HN6002,石斛,existing
HN6008,辛夷,existing
HN6009,淫羊藿,existing
HN6041,蓖麻子,existing
HN6050,猪牙皂,existing
HN6068,蒲公英,existing
HN6072,白芍,existing
HN6079,当归,existing
HN6088,昆布,existing
HN6096,石菖蒲,existing
HN6123,药王茶,existing
HN6143,胡黄连,existing
HN6164,血竭,existing
HN6173,莲子,existing
HN6178,白扁豆,existing
HN6198,天仙子,existing
HN6201,泽泻,existing
HN6218,茜草,existing
HN6241,桂枝,existing
HN6299,冰片,existing
HN6313,苏木,existing
HN6323,丹参,existing
HN6326,马鞭草,existing
HN6402,金钱草,existing
HN6435,卷柏,existing
HN6444,甘松,existing
HN6464,肉苁蓉,existing
HN6465,羌活,existing
HN6467,红参,existing
HN6476,穿心莲,existing
HN6536,南鹤虱,existing
HN6558,平贝母,existing
HN6607,郁李仁,existing
HN6640,皂角刺,existing
HN6646,青蒿,existing
HN6661,陈皮,existing
HN6673,白及,existing
HN6752,苦杏仁,existing
HN6831,黄柏,existing
HN6853,麻黄根,existing
HN6862,连钱草,existing
HN6899,远志,existing
HN6909,天花粉,existing
HN6918,垂盆草,existing
HN6952,没药,existing
HN6990,苍术,existing
HN7005,木鳖子,existing
HN7011,山豆根,existing
HN7018,大青叶,existing
HN7032,杜仲,existing
HN7053,太子参,existing
HN7066,水飞蓟,existing
HN7077,朱砂根,existing
HN7079,常山,existing
HN7102,当药,existing
HN7113,五加皮,existing
HN7142,地黄,existing
HN7147,马兜铃,existing
HN7154,漏芦,existing
HN7161,蜘蛛香,existing
HN7180,槲寄生,existing
HN7192,野菊花,existing
HN7196,白蔹,existing
HN7213,白术,existing
HN7253,穿山龙,existing
HN7256,石韦,existing
HN7288,桃枝,existing
HN7385,救必应,existing
HN7424,夏天无,existing
HN7434,两面针,existing
HN7464,桑寄生,existing
HN7500,肉桂,existing
HN7531,紫苏叶,existing
HN7587,莱菔子,existing
HN7588,枸杞子,existing
HN7611,胖大海,existing
HN7614,老鹳草,existing
HN7617,山药,existing
HN7629,川乌,existing
HN7636,三棱,existing
HN7653,金果榄,existing
HN7658,南五味子,existing
HN7660,亚麻子,existing
HN7692,竹根七,existing
HN7698,山茱萸,existing
HN7712,珠子参,existing
HN7741,百部,existing
HN7742,黄蜀葵花,existing
HN7757,络石藤,existing
HN7764,紫苏子,existing
HN7792,白鲜皮,existing
HN7845,大血藤,existing
HN7857,灯盏细辛,existing
HN7865,鸡血藤,existing
HN7884,橘核,existing
HN7895,黄精,existing
HN7896,木蝴蝶,existing
HN7899,桑叶,existing
HN7971,大叶紫珠,existing
HN7973,桑白皮,existing
HN8012,苍耳子,existing
HN8044,半边莲,existing
HN8079,黄芪,existing
HN8081,巴豆,existing
HN8087,槟榔,existing
HN8093,菥蓂,existing
HN8125,海金沙,existing
HN8131,浮萍,existing
HN8140,麦芽,existing
HN8142,女贞子,existing
HN8157,鱼腥草,existing
HN8240,玉竹,existing
HN8254,射干,existing
HN8261,灯心草,existing
HN8270,马齿苋,existing
HN8291,川牛膝,existing
HN8297,苦玄参,existing
HN8302,灯盏细辛,existing
HN8338,积雪草,existing
HN8341,秦艽,existing
HN8391,巴豆霜,existing
HN8400,委陵菜,existing
HN8460,黄山药,existing
HN8463,决明子,existing
HN8499,川木通,existing
HN8503,三白草,existing
HN8523,莲子心,existing
HN8531,天仙藤,existing
HN8564,藕节,existing
HN8595,车前子,existing
HN8617,白薇,existing
HN8630,刀豆,existing
HN8638,枇杷叶,existing
HN8791,薤白,existing
HN8817,刺五加,existing
HN8843,天麻,existing
HN8855,密蒙花,existing
HN8867,青皮,existing
HN8918,石榴皮,existing
HN8925,龙葵,existing
HN8976,诃子,existing
HN9011,苦参,existing
HN9055,防己,existing
HN9072,娑罗子,existing
HN9134,牛膝,existing
HN9139,延胡索,existing
